Time,E+E Hum,E+E Temp,Vaisala Hum,Vaisala Temp,SGS Hum,SGS Temp,SGS RAW,SGS Calc,SGS 2 RevC Hum,SGS 2 RevC Temp,SGS 2 RevC RAW,SGS 2 Calc
13:36:57,,,74,19.4,5034.3,767.9,838034,44001.83,66.7,19.8,545704,12829
13:36:58,,,74,19.4,5034.3,767.9,838038,44002.06,66.8,19.8,545701,12828.92
13:36:59,,,74,19.4,5034.3,767.9,838036,44001.94,66.8,19.7,545704,12829
13:37:00,,,74,19.4,5034.3,767.9,838035,44001.89,66.9,19.8,545702,12828.94
13:37:01,,,74,19.4,5034.3,767.9,838037,44002,66.9,19.8,545702,12828.94
13:37:02,,,74,19.4,5034.3,767.9,838031,44001.66,66.9,19.8,545702,12828.94
13:37:03,,,74,19.4,5034.3,767.9,838037,44002,66.9,19.8,545703,12828.97
13:37:04,,,74,19.4,5034.3,767.9,838033,44001.78,66.9,19.8,545702,12828.94
13:37:05,,,74,19.4,5034.3,767.9,838037,44002,66.9,19.9,545700,12828.89
13:37:06,,,74,19.4,5034.3,767.9,838028,44001.49,66.8,19.9,545701,12828.92
13:37:07,,,74,19.4,5034.3,767.9,838028,44001.49,66.8,19.9,545702,12828.94
13:37:08,,,74,19.4,5034.3,767.9,838035,44001.89,66.8,19.9,545701,12828.92
13:37:09,,,74,19.4,5034.3,767.9,838028,44001.49,66.8,19.8,545699,12828.86
13:37:10,,,74,19.4,5034.3,767.9,838033,44001.78,66.8,19.8,545701,12828.92
13:37:12,,,74,19.4,5034.3,767.9,838028,44001.49,66.8,19.8,545697,12828.81
13:37:13,,,74,19.4,5034.3,767.9,838029,44001.55,66.8,19.8,545699,12828.86
13:37:14,,,74,19.4,5034.3,767.9,838033,44001.78,66.8,19.8,545699,12828.86
13:37:15,,,74.1,19.4,5034.3,767.9,838028,44001.49,66.9,19.8,545700,12828.89
13:37:16,,,74.1,19.4,5034.3,767.9,838029,44001.55,66.9,19.8,545699,12828.86
13:37:17,,,74.1,19.4,5034.3,767.9,838035,44001.89,66.9,19.8,545697,12828.81
13:37:18,,,74.1,19.4,5034.3,767.9,838022,44001.16,66.9,19.8,545701,12828.92
13:37:19,,,74.1,19.4,5034.3,767.9,838036,44001.94,66.9,19.8,545699,12828.86
13:37:20,,,74.1,19.4,5034.3,767.9,838025,44001.33,66.9,19.8,545699,12828.86
13:37:21,,,74.1,19.4,5034.3,767.9,838029,44001.55,66.9,19.8,545698,12828.84
13:37:22,,,74.1,19.4,5034.3,767.9,838027,44001.44,66.9,19.8,545697,12828.81
13:37:23,,,74.1,19.4,5034.3,767.9,838028,44001.49,66.9,19.9,545694,12828.73
13:37:24,,,74.1,19.4,5034.3,767.9,838028,44001.49,66.9,19.8,545698,12828.84
13:37:25,,,74.1,19.4,5034.3,767.9,838029,44001.55,66.9,19.8,545695,12828.76
13:37:26,,,74.1,19.4,5034.3,767.9,838036,44001.94,66.9,19.8,545697,12828.81
13:37:27,,,74.1,19.4,5034.3,767.9,838026,44001.38,66.9,19.8,545696,12828.79
13:37:28,,,74.1,19.4,5034.3,767.9,838022,44001.16,66.9,19.9,545693,12828.71
13:37:29,,,74.1,19.4,5034.3,767.9,838026,44001.38,66.9,19.9,545694,12828.73
13:37:30,,,74.1,19.4,5034.3,767.9,838025,44001.33,66.9,19.8,545694,12828.73
13:37:32,,,74.1,19.4,5034.3,767.9,838021,44001.1,66.9,19.8,545693,12828.71
13:37:33,,,74.1,19.4,5034.3,767.9,838033,44001.78,66.9,19.8,545694,12828.73
13:37:34,,,74.1,19.4,5034.3,767.9,838029,44001.55,66.9,19.8,545693,12828.71
13:37:35,,,74.1,19.4,5034.3,767.9,838023,44001.21,66.9,19.8,545686,12828.52
13:37:36,,,74.1,19.4,5034.3,767.9,838024,44001.27,67,19.8,545691,12828.65
13:37:37,,,74.1,19.4,5034.3,767.9,838017,44000.88,67,19.8,545694,12828.73
13:37:38,,,74.1,19.4,5034.3,767.9,838024,44001.27,67,19.8,545693,12828.71
13:37:39,,,74.1,19.4,5034.3,767.9,838025,44001.33,67.1,19.8,545691,12828.65
13:37:40,,,74.1,19.4,5034.3,767.9,838025,44001.33,67.1,19.8,545692,12828.68
13:37:41,,,74.1,19.4,5034.3,767.9,838031,44001.66,67.1,19.8,545688,12828.58
13:37:42,,,74.1,19.4,5034.3,767.9,838027,44001.44,67.1,19.7,545691,12828.65
13:37:43,,,74.1,19.4,5034.3,767.9,838027,44001.44,67.1,19.8,545690,12828.63
13:37:44,,,74.1,19.4,5034.3,767.9,838018,44000.93,67.1,19.8,545689,12828.6
13:37:45,,,74.1,19.4,5034.3,767.9,838018,44000.93,67.1,19.7,545693,12828.71
13:37:46,,,74.2,19.4,5034.3,767.9,838018,44000.93,67.1,19.7,545688,12828.58
13:37:47,,,74.2,19.4,5034.3,767.9,838025,44001.33,67.1,19.7,545687,12828.55
13:37:48,,,74.2,19.4,5034.3,767.9,838009,44000.43,67.2,19.8,545692,12828.68
13:37:49,,,74.2,19.4,5034.3,767.9,838027,44001.44,67.2,19.8,545691,12828.65
13:37:50,,,74.2,19.4,5034.3,767.9,838019,44000.99,67.1,19.8,545689,12828.6
13:37:51,,,74.2,19.4,5034.3,767.9,838018,44000.93,67.1,19.8,545689,12828.6
13:37:53,,,74.2,19.4,5034.3,767.9,838024,44001.27,67.2,19.8,545688,12828.58
13:37:54,,,74.2,19.4,5034.3,767.9,838013,44000.65,67.1,19.9,545687,12828.55
13:37:55,,,74.2,19.4,5034.3,767.9,838026,44001.38,67.1,19.9,545687,12828.55
13:37:56,,,74.2,19.4,5034.3,767.9,838021,44001.1,67,19.9,545687,12828.55
13:37:57,,,74.2,19.4,5034.3,767.9,838030,44001.61,67,19.9,545686,12828.52
13:37:58,,,74.2,19.4,5034.3,767.9,838018,44000.93,67,19.9,545687,12828.55
13:37:59,,,74.2,19.4,5034.3,767.9,838015,44000.76,66.9,19.9,545686,12828.52
13:38:00,,,74.2,19.4,5034.3,767.9,838022,44001.16,66.9,19.9,545685,12828.5
13:38:01,,,74.2,19.4,5034.3,767.9,838019,44000.99,66.9,19.8,545687,12828.55
13:38:02,,,74.2,19.4,5034.3,767.9,838029,44001.55,66.9,19.9,545686,12828.52
13:38:03,,,74.2,19.4,5034.3,767.9,838021,44001.1,66.9,19.8,545686,12828.52
13:38:04,,,74.2,19.4,5034.3,767.9,838024,44001.27,67,19.8,545686,12828.52
13:38:05,,,74.2,19.4,5034.3,767.9,838019,44000.99,67,19.8,545682,12828.42
13:38:06,,,74.2,19.4,5034.3,767.9,838016,44000.82,67.1,19.8,545684,12828.47
13:38:07,,,74.2,19.4,5034.3,767.9,838013,44000.65,67.1,19.8,545684,12828.47
13:38:08,,,74.2,19.4,5034.3,767.9,838019,44000.99,67.1,19.8,545683,12828.44
13:38:09,,,74.2,19.4,5034.3,767.9,838016,44000.82,67.1,19.8,545684,12828.47
13:38:10,,,74.2,19.4,5034.3,767.9,838018,44000.93,67.2,19.8,545683,12828.44
